filepath,filename,modality,channel,emotion_id,emotion,intensity,statement,repetition,actor,gender
../../data\Actor_06\03-01-05-02-01-02-06.wav,03-01-05-02-01-02-06.wav,03,speech,05,angry,strong,01,02,6,female
../../data\Actor_06\03-01-05-02-02-01-06.wav,03-01-05-02-02-01-06.wav,03,speech,05,angry,strong,02,01,6,female
../../data\Actor_06\03-01-05-02-02-02-06.wav,03-01-05-02-02-02-06.wav,03,speech,05,angry,strong,02,02,6,female
../../data\Actor_06\03-01-06-01-01-01-06.wav,03-01-06-01-01-01-06.wav,03,speech,06,fearful,normal,01,01,6,female
../../data\Actor_06\03-01-06-01-01-02-06.wav,03-01-06-01-01-02-06.wav,03,speech,06,fearful,normal,01,02,6,female
../../data\Actor_06\03-01-06-01-02-01-06.wav,03-01-06-01-02-01-06.wav,03,speech,06,fearful,normal,02,01,6,female
../../data\Actor_06\03-01-06-01-02-02-06.wav,03-01-06-01-02-02-06.wav,03,speech,06,fearful,normal,02,02,6,female
../../data\Actor_06\03-01-06-02-01-01-06.wav,03-01-06-02-01-01-06.wav,03,speech,06,fearful,strong,01,01,6,female
../../data\Actor_06\03-01-06-02-01-02-06.wav,03-01-06-02-01-02-06.wav,03,speech,06,fearful,strong,01,02,6,female
../../data\Actor_06\03-01-06-02-02-01-06.wav,03-01-06-02-02-01-06.wav,03,speech,06,fearful,strong,02,01,6,female
../../data\Actor_06\03-01-06-02-02-02-06.wav,03-01-06-02-02-02-06.wav,03,speech,06,fearful,strong,02,02,6,female
../../data\Actor_06\03-01-07-01-01-01-06.wav,03-01-07-01-01-01-06.wav,03,speech,07,disgust,normal,01,01,6,female
../../data\Actor_06\03-01-07-01-01-02-06.wav,03-01-07-01-01-02-06.wav,03,speech,07,disgust,normal,01,02,6,female
../../data\Actor_06\03-01-07-01-02-01-06.wav,03-01-07-01-02-01-06.wav,03,speech,07,disgust,normal,02,01,6,female
../../data\Actor_06\03-01-07-01-02-02-06.wav,03-01-07-01-02-02-06.wav,03,speech,07,disgust,normal,02,02,6,female
../../data\Actor_06\03-01-07-02-01-01-06.wav,03-01-07-02-01-01-06.wav,03,speech,07,disgust,strong,01,01,6,female
../../data\Actor_06\03-01-07-02-01-02-06.wav,03-01-07-02-01-02-06.wav,03,speech,07,disgust,strong,01,02,6,female
../../data\Actor_06\03-01-07-02-02-01-06.wav,03-01-07-02-02-01-06.wav,03,speech,07,disgust,strong,02,01,6,female
../../data\Actor_06\03-01-07-02-02-02-06.wav,03-01-07-02-02-02-06.wav,03,speech,07,disgust,strong,02,02,6,female
../../data\Actor_06\03-01-08-01-01-01-06.wav,03-01-08-01-01-01-06.wav,03,speech,08,surprised,normal,01,01,6,female
../../data\Actor_06\03-01-08-01-01-02-06.wav,03-01-08-01-01-02-06.wav,03,speech,08,surprised,normal,01,02,6,female
../../data\Actor_06\03-01-08-01-02-01-06.wav,03-01-08-01-02-01-06.wav,03,speech,08,surprised,normal,02,01,6,female
../../data\Actor_06\03-01-08-01-02-02-06.wav,03-01-08-01-02-02-06.wav,03,speech,08,surprised,normal,02,02,6,female
../../data\Actor_06\03-01-08-02-01-01-06.wav,03-01-08-02-01-01-06.wav,03,speech,08,surprised,strong,01,01,6,female
../../data\Actor_06\03-01-08-02-01-02-06.wav,03-01-08-02-01-02-06.wav,03,speech,08,surprised,strong,01,02,6,female
../../data\Actor_06\03-01-08-02-02-01-06.wav,03-01-08-02-02-01-06.wav,03,speech,08,surprised,strong,02,01,6,female
../../data\Actor_06\03-01-08-02-02-02-06.wav,03-01-08-02-02-02-06.wav,03,speech,08,surprised,strong,02,02,6,female
../../data\Actor_06\03-02-01-01-01-01-06.wav,03-02-01-01-01-01-06.wav,03,song,01,neutral,normal,01,01,6,female
../../data\Actor_06\03-02-01-01-01-02-06.wav,03-02-01-01-01-02-06.wav,03,song,01,neutral,normal,01,02,6,female
../../data\Actor_06\03-02-01-01-02-01-06.wav,03-02-01-01-02-01-06.wav,03,song,01,neutral,normal,02,01,6,female
../../data\Actor_06\03-02-01-01-02-02-06.wav,03-02-01-01-02-02-06.wav,03,song,01,neutral,normal,02,02,6,female
../../data\Actor_06\03-02-02-01-01-01-06.wav,03-02-02-01-01-01-06.wav,03,song,02,calm,normal,01,01,6,female
../../data\Actor_06\03-02-02-01-01-02-06.wav,03-02-02-01-01-02-06.wav,03,song,02,calm,normal,01,02,6,female
../../data\Actor_06\03-02-02-01-02-01-06.wav,03-02-02-01-02-01-06.wav,03,song,02,calm,normal,02,01,6,female
../../data\Actor_06\03-02-02-01-02-02-06.wav,03-02-02-01-02-02-06.wav,03,song,02,calm,normal,02,02,6,female
../../data\Actor_06\03-02-02-02-01-01-06.wav,03-02-02-02-01-01-06.wav,03,song,02,calm,strong,01,01,6,female
../../data\Actor_06\03-02-02-02-01-02-06.wav,03-02-02-02-01-02-06.wav,03,song,02,calm,strong,01,02,6,female
../../data\Actor_06\03-02-02-02-02-01-06.wav,03-02-02-02-02-01-06.wav,03,song,02,calm,strong,02,01,6,female
../../data\Actor_06\03-02-02-02-02-02-06.wav,03-02-02-02-02-02-06.wav,03,song,02,calm,strong,02,02,6,female
../../data\Actor_06\03-02-03-01-01-01-06.wav,03-02-03-01-01-01-06.wav,03,song,03,happy,normal,01,01,6,female
../../data\Actor_06\03-02-03-01-01-02-06.wav,03-02-03-01-01-02-06.wav,03,song,03,happy,normal,01,02,6,female
../../data\Actor_06\03-02-03-01-02-01-06.wav,03-02-03-01-02-01-06.wav,03,song,03,happy,normal,02,01,6,female
../../data\Actor_06\03-02-03-01-02-02-06.wav,03-02-03-01-02-02-06.wav,03,song,03,happy,normal,02,02,6,female
../../data\Actor_06\03-02-03-02-01-01-06.wav,03-02-03-02-01-01-06.wav,03,song,03,happy,strong,01,01,6,female
../../data\Actor_06\03-02-03-02-01-02-06.wav,03-02-03-02-01-02-06.wav,03,song,03,happy,strong,01,02,6,female
../../data\Actor_06\03-02-03-02-02-01-06.wav,03-02-03-02-02-01-06.wav,03,song,03,happy,strong,02,01,6,female
../../data\Actor_06\03-02-03-02-02-02-06.wav,03-02-03-02-02-02-06.wav,03,song,03,happy,strong,02,02,6,female
../../data\Actor_06\03-02-04-01-01-01-06.wav,03-02-04-01-01-01-06.wav,03,song,04,sad,normal,01,01,6,female
../../data\Actor_06\03-02-04-01-01-02-06.wav,03-02-04-01-01-02-06.wav,03,song,04,sad,normal,01,02,6,female
../../data\Actor_06\03-02-04-01-02-01-06.wav,03-02-04-01-02-01-06.wav,03,song,04,sad,normal,02,01,6,female
../../data\Actor_06\03-02-04-01-02-02-06.wav,03-02-04-01-02-02-06.wav,03,song,04,sad,normal,02,02,6,female
../../data\Actor_06\03-02-04-02-01-01-06.wav,03-02-04-02-01-01-06.wav,03,song,04,sad,strong,01,01,6,female
../../data\Actor_06\03-02-04-02-01-02-06.wav,03-02-04-02-01-02-06.wav,03,song,04,sad,strong,01,02,6,female
../../data\Actor_06\03-02-04-02-02-01-06.wav,03-02-04-02-02-01-06.wav,03,song,04,sad,strong,02,01,6,female
../../data\Actor_06\03-02-04-02-02-02-06.wav,03-02-04-02-02-02-06.wav,03,song,04,sad,strong,02,02,6,female
../../data\Actor_06\03-02-05-01-01-01-06.wav,03-02-05-01-01-01-06.wav,03,song,05,angry,normal,01,01,6,female
../../data\Actor_06\03-02-05-01-01-02-06.wav,03-02-05-01-01-02-06.wav,03,song,05,angry,normal,01,02,6,female
../../data\Actor_06\03-02-05-01-02-01-06.wav,03-02-05-01-02-01-06.wav,03,song,05,angry,normal,02,01,6,female
../../data\Actor_06\03-02-05-01-02-02-06.wav,03-02-05-01-02-02-06.wav,03,song,05,angry,normal,02,02,6,female
../../data\Actor_06\03-02-05-02-01-01-06.wav,03-02-05-02-01-01-06.wav,03,song,05,angry,strong,01,01,6,female
../../data\Actor_06\03-02-05-02-01-02-06.wav,03-02-05-02-01-02-06.wav,03,song,05,angry,strong,01,02,6,female
../../data\Actor_06\03-02-05-02-02-01-06.wav,03-02-05-02-02-01-06.wav,03,song,05,angry,strong,02,01,6,female
../../data\Actor_06\03-02-05-02-02-02-06.wav,03-02-05-02-02-02-06.wav,03,song,05,angry,strong,02,02,6,female
../../data\Actor_06\03-02-06-01-01-01-06.wav,03-02-06-01-01-01-06.wav,03,song,06,fearful,normal,01,01,6,female
../../data\Actor_06\03-02-06-01-01-02-06.wav,03-02-06-01-01-02-06.wav,03,song,06,fearful,normal,01,02,6,female
../../data\Actor_06\03-02-06-01-02-01-06.wav,03-02-06-01-02-01-06.wav,03,song,06,fearful,normal,02,01,6,female
../../data\Actor_06\03-02-06-01-02-02-06.wav,03-02-06-01-02-02-06.wav,03,song,06,fearful,normal,02,02,6,female
../../data\Actor_06\03-02-06-02-01-01-06.wav,03-02-06-02-01-01-06.wav,03,song,06,fearful,strong,01,01,6,female
../../data\Actor_06\03-02-06-02-01-02-06.wav,03-02-06-02-01-02-06.wav,03,song,06,fearful,strong,01,02,6,female
../../data\Actor_06\03-02-06-02-02-01-06.wav,03-02-06-02-02-01-06.wav,03,song,06,fearful,strong,02,01,6,female
../../data\Actor_06\03-02-06-02-02-02-06.wav,03-02-06-02-02-02-06.wav,03,song,06,fearful,strong,02,02,6,female
../../data\Actor_07\03-01-01-01-01-01-07.wav,03-01-01-01-01-01-07.wav,03,speech,01,neutral,normal,01,01,7,male
../../data\Actor_07\03-01-01-01-01-02-07.wav,03-01-01-01-01-02-07.wav,03,speech,01,neutral,normal,01,02,7,male
../../data\Actor_07\03-01-01-01-02-01-07.wav,03-01-01-01-02-01-07.wav,03,speech,01,neutral,normal,02,01,7,male
../../data\Actor_07\03-01-01-01-02-02-07.wav,03-01-01-01-02-02-07.wav,03,speech,01,neutral,normal,02,02,7,male
../../data\Actor_07\03-01-02-01-01-01-07.wav,03-01-02-01-01-01-07.wav,03,speech,02,calm,normal,01,01,7,male
../../data\Actor_07\03-01-02-01-01-02-07.wav,03-01-02-01-01-02-07.wav,03,speech,02,calm,normal,01,02,7,male
../../data\Actor_07\03-01-02-01-02-01-07.wav,03-01-02-01-02-01-07.wav,03,speech,02,calm,normal,02,01,7,male
../../data\Actor_07\03-01-02-01-02-02-07.wav,03-01-02-01-02-02-07.wav,03,speech,02,calm,normal,02,02,7,male
../../data\Actor_07\03-01-02-02-01-01-07.wav,03-01-02-02-01-01-07.wav,03,speech,02,calm,strong,01,01,7,male
../../data\Actor_07\03-01-02-02-01-02-07.wav,03-01-02-02-01-02-07.wav,03,speech,02,calm,strong,01,02,7,male
../../data\Actor_07\03-01-02-02-02-01-07.wav,03-01-02-02-02-01-07.wav,03,speech,02,calm,strong,02,01,7,male
../../data\Actor_07\03-01-02-02-02-02-07.wav,03-01-02-02-02-02-07.wav,03,speech,02,calm,strong,02,02,7,male
../../data\Actor_07\03-01-03-01-01-01-07.wav,03-01-03-01-01-01-07.wav,03,speech,03,happy,normal,01,01,7,male
../../data\Actor_07\03-01-03-01-01-02-07.wav,03-01-03-01-01-02-07.wav,03,speech,03,happy,normal,01,02,7,male
../../data\Actor_07\03-01-03-01-02-01-07.wav,03-01-03-01-02-01-07.wav,03,speech,03,happy,normal,02,01,7,male
../../data\Actor_07\03-01-03-01-02-02-07.wav,03-01-03-01-02-02-07.wav,03,speech,03,happy,normal,02,02,7,male
../../data\Actor_07\03-01-03-02-01-01-07.wav,03-01-03-02-01-01-07.wav,03,speech,03,happy,strong,01,01,7,male
../../data\Actor_07\03-01-03-02-01-02-07.wav,03-01-03-02-01-02-07.wav,03,speech,03,happy,strong,01,02,7,male
../../data\Actor_07\03-01-03-02-02-01-07.wav,03-01-03-02-02-01-07.wav,03,speech,03,happy,strong,02,01,7,male
../../data\Actor_07\03-01-03-02-02-02-07.wav,03-01-03-02-02-02-07.wav,03,speech,03,happy,strong,02,02,7,male
../../data\Actor_07\03-01-04-01-01-01-07.wav,03-01-04-01-01-01-07.wav,03,speech,04,sad,normal,01,01,7,male
../../data\Actor_07\03-01-04-01-01-02-07.wav,03-01-04-01-01-02-07.wav,03,speech,04,sad,normal,01,02,7,male
../../data\Actor_07\03-01-04-01-02-01-07.wav,03-01-04-01-02-01-07.wav,03,speech,04,sad,normal,02,01,7,male
../../data\Actor_07\03-01-04-01-02-02-07.wav,03-01-04-01-02-02-07.wav,03,speech,04,sad,normal,02,02,7,male
../../data\Actor_07\03-01-04-02-01-01-07.wav,03-01-04-02-01-01-07.wav,03,speech,04,sad,strong,01,01,7,male
../../data\Actor_07\03-01-04-02-01-02-07.wav,03-01-04-02-01-02-07.wav,03,speech,04,sad,strong,01,02,7,male
../../data\Actor_07\03-01-04-02-02-01-07.wav,03-01-04-02-02-01-07.wav,03,speech,04,sad,strong,02,01,7,male
../../data\Actor_07\03-01-04-02-02-02-07.wav,03-01-04-02-02-02-07.wav,03,speech,04,sad,strong,02,02,7,male
../../data\Actor_07\03-01-05-01-01-01-07.wav,03-01-05-01-01-01-07.wav,03,speech,05,angry,normal,01,01,7,male
../../data\Actor_07\03-01-05-01-01-02-07.wav,03-01-05-01-01-02-07.wav,03,speech,05,angry,normal,01,02,7,male
../../data\Actor_07\03-01-05-01-02-01-07.wav,03-01-05-01-02-01-07.wav,03,speech,05,angry,normal,02,01,7,male
../../data\Actor_07\03-01-05-01-02-02-07.wav,03-01-05-01-02-02-07.wav,03,speech,05,angry,normal,02,02,7,male
../../data\Actor_07\03-01-05-02-01-01-07.wav,03-01-05-02-01-01-07.wav,03,speech,05,angry,strong,01,01,7,male
../../data\Actor_07\03-01-05-02-01-02-07.wav,03-01-05-02-01-02-07.wav,03,speech,05,angry,strong,01,02,7,male
../../data\Actor_07\03-01-05-02-02-01-07.wav,03-01-05-02-02-01-07.wav,03,speech,05,angry,strong,02,01,7,male
../../data\Actor_07\03-01-05-02-02-02-07.wav,03-01-05-02-02-02-07.wav,03,speech,05,angry,strong,02,02,7,male
../../data\Actor_07\03-01-06-01-01-01-07.wav,03-01-06-01-01-01-07.wav,03,speech,06,fearful,normal,01,01,7,male
../../data\Actor_07\03-01-06-01-01-02-07.wav,03-01-06-01-01-02-07.wav,03,speech,06,fearful,normal,01,02,7,male
../../data\Actor_07\03-01-06-01-02-01-07.wav,03-01-06-01-02-01-07.wav,03,speech,06,fearful,normal,02,01,7,male
../../data\Actor_07\03-01-06-01-02-02-07.wav,03-01-06-01-02-02-07.wav,03,speech,06,fearful,normal,02,02,7,male
../../data\Actor_07\03-01-06-02-01-01-07.wav,03-01-06-02-01-01-07.wav,03,speech,06,fearful,strong,01,01,7,male
../../data\Actor_07\03-01-06-02-01-02-07.wav,03-01-06-02-01-02-07.wav,03,speech,06,fearful,strong,01,02,7,male
../../data\Actor_07\03-01-06-02-02-01-07.wav,03-01-06-02-02-01-07.wav,03,speech,06,fearful,strong,02,01,7,male
../../data\Actor_07\03-01-06-02-02-02-07.wav,03-01-06-02-02-02-07.wav,03,speech,06,fearful,strong,02,02,7,male
../../data\Actor_07\03-01-07-01-01-01-07.wav,03-01-07-01-01-01-07.wav,03,speech,07,disgust,normal,01,01,7,male
../../data\Actor_07\03-01-07-01-01-02-07.wav,03-01-07-01-01-02-07.wav,03,speech,07,disgust,normal,01,02,7,male
../../data\Actor_07\03-01-07-01-02-01-07.wav,03-01-07-01-02-01-07.wav,03,speech,07,disgust,normal,02,01,7,male
../../data\Actor_07\03-01-07-01-02-02-07.wav,03-01-07-01-02-02-07.wav,03,speech,07,disgust,normal,02,02,7,male
../../data\Actor_07\03-01-07-02-01-01-07.wav,03-01-07-02-01-01-07.wav,03,speech,07,disgust,strong,01,01,7,male
../../data\Actor_07\03-01-07-02-01-02-07.wav,03-01-07-02-01-02-07.wav,03,speech,07,disgust,strong,01,02,7,male
../../data\Actor_07\03-01-07-02-02-01-07.wav,03-01-07-02-02-01-07.wav,03,speech,07,disgust,strong,02,01,7,male
../../data\Actor_07\03-01-07-02-02-02-07.wav,03-01-07-02-02-02-07.wav,03,speech,07,disgust,strong,02,02,7,male
../../data\Actor_07\03-01-08-01-01-01-07.wav,03-01-08-01-01-01-07.wav,03,speech,08,surprised,normal,01,01,7,male
../../data\Actor_07\03-01-08-01-01-02-07.wav,03-01-08-01-01-02-07.wav,03,speech,08,surprised,normal,01,02,7,male
../../data\Actor_07\03-01-08-01-02-01-07.wav,03-01-08-01-02-01-07.wav,03,speech,08,surprised,normal,02,01,7,male
../../data\Actor_07\03-01-08-01-02-02-07.wav,03-01-08-01-02-02-07.wav,03,speech,08,surprised,normal,02,02,7,male
../../data\Actor_07\03-01-08-02-01-01-07.wav,03-01-08-02-01-01-07.wav,03,speech,08,surprised,strong,01,01,7,male
../../data\Actor_07\03-01-08-02-01-02-07.wav,03-01-08-02-01-02-07.wav,03,speech,08,surprised,strong,01,02,7,male
../../data\Actor_07\03-01-08-02-02-01-07.wav,03-01-08-02-02-01-07.wav,03,speech,08,surprised,strong,02,01,7,male
../../data\Actor_07\03-01-08-02-02-02-07.wav,03-01-08-02-02-02-07.wav,03,speech,08,surprised,strong,02,02,7,male
../../data\Actor_07\03-02-01-01-01-01-07.wav,03-02-01-01-01-01-07.wav,03,song,01,neutral,normal,01,01,7,male
../../data\Actor_07\03-02-01-01-01-02-07.wav,03-02-01-01-01-02-07.wav,03,song,01,neutral,normal,01,02,7,male
../../data\Actor_07\03-02-01-01-02-01-07.wav,03-02-01-01-02-01-07.wav,03,song,01,neutral,normal,02,01,7,male
../../data\Actor_07\03-02-01-01-02-02-07.wav,03-02-01-01-02-02-07.wav,03,song,01,neutral,normal,02,02,7,male
../../data\Actor_07\03-02-02-01-01-01-07.wav,03-02-02-01-01-01-07.wav,03,song,02,calm,normal,01,01,7,male
../../data\Actor_07\03-02-02-01-01-02-07.wav,03-02-02-01-01-02-07.wav,03,song,02,calm,normal,01,02,7,male
../../data\Actor_07\03-02-02-01-02-01-07.wav,03-02-02-01-02-01-07.wav,03,song,02,calm,normal,02,01,7,male
../../data\Actor_07\03-02-02-01-02-02-07.wav,03-02-02-01-02-02-07.wav,03,song,02,calm,normal,02,02,7,male
../../data\Actor_07\03-02-02-02-01-01-07.wav,03-02-02-02-01-01-07.wav,03,song,02,calm,strong,01,01,7,male
../../data\Actor_07\03-02-02-02-01-02-07.wav,03-02-02-02-01-02-07.wav,03,song,02,calm,strong,01,02,7,male
../../data\Actor_07\03-02-02-02-02-01-07.wav,03-02-02-02-02-01-07.wav,03,song,02,calm,strong,02,01,7,male
../../data\Actor_07\03-02-02-02-02-02-07.wav,03-02-02-02-02-02-07.wav,03,song,02,calm,strong,02,02,7,male
../../data\Actor_07\03-02-03-01-01-01-07.wav,03-02-03-01-01-01-07.wav,03,song,03,happy,normal,01,01,7,male
../../data\Actor_07\03-02-03-01-01-02-07.wav,03-02-03-01-01-02-07.wav,03,song,03,happy,normal,01,02,7,male
../../data\Actor_07\03-02-03-01-02-01-07.wav,03-02-03-01-02-01-07.wav,03,song,03,happy,normal,02,01,7,male
../../data\Actor_07\03-02-03-01-02-02-07.wav,03-02-03-01-02-02-07.wav,03,song,03,happy,normal,02,02,7,male
../../data\Actor_07\03-02-03-02-01-01-07.wav,03-02-03-02-01-01-07.wav,03,song,03,happy,strong,01,01,7,male
../../data\Actor_07\03-02-03-02-01-02-07.wav,03-02-03-02-01-02-07.wav,03,song,03,happy,strong,01,02,7,male
../../data\Actor_07\03-02-03-02-02-01-07.wav,03-02-03-02-02-01-07.wav,03,song,03,happy,strong,02,01,7,male
../../data\Actor_07\03-02-03-02-02-02-07.wav,03-02-03-02-02-02-07.wav,03,song,03,happy,strong,02,02,7,male
../../data\Actor_07\03-02-04-01-01-01-07.wav,03-02-04-01-01-01-07.wav,03,song,04,sad,normal,01,01,7,male
../../data\Actor_07\03-02-04-01-01-02-07.wav,03-02-04-01-01-02-07.wav,03,song,04,sad,normal,01,02,7,male
../../data\Actor_07\03-02-04-01-02-01-07.wav,03-02-04-01-02-01-07.wav,03,song,04,sad,normal,02,01,7,male
../../data\Actor_07\03-02-04-01-02-02-07.wav,03-02-04-01-02-02-07.wav,03,song,04,sad,normal,02,02,7,male
../../data\Actor_07\03-02-04-02-01-01-07.wav,03-02-04-02-01-01-07.wav,03,song,04,sad,strong,01,01,7,male
../../data\Actor_07\03-02-04-02-01-02-07.wav,03-02-04-02-01-02-07.wav,03,song,04,sad,strong,01,02,7,male
../../data\Actor_07\03-02-04-02-02-01-07.wav,03-02-04-02-02-01-07.wav,03,song,04,sad,strong,02,01,7,male
../../data\Actor_07\03-02-04-02-02-02-07.wav,03-02-04-02-02-02-07.wav,03,song,04,sad,strong,02,02,7,male
../../data\Actor_07\03-02-05-01-01-01-07.wav,03-02-05-01-01-01-07.wav,03,song,05,angry,normal,01,01,7,male
../../data\Actor_07\03-02-05-01-01-02-07.wav,03-02-05-01-01-02-07.wav,03,song,05,angry,normal,01,02,7,male
../../data\Actor_07\03-02-05-01-02-01-07.wav,03-02-05-01-02-01-07.wav,03,song,05,angry,normal,02,01,7,male
../../data\Actor_07\03-02-05-01-02-02-07.wav,03-02-05-01-02-02-07.wav,03,song,05,angry,normal,02,02,7,male
../../data\Actor_07\03-02-05-02-01-01-07.wav,03-02-05-02-01-01-07.wav,03,song,05,angry,strong,01,01,7,male
../../data\Actor_07\03-02-05-02-01-02-07.wav,03-02-05-02-01-02-07.wav,03,song,05,angry,strong,01,02,7,male
../../data\Actor_07\03-02-05-02-02-01-07.wav,03-02-05-02-02-01-07.wav,03,song,05,angry,strong,02,01,7,male
../../data\Actor_07\03-02-05-02-02-02-07.wav,03-02-05-02-02-02-07.wav,03,song,05,angry,strong,02,02,7,male
../../data\Actor_07\03-02-06-01-01-01-07.wav,03-02-06-01-01-01-07.wav,03,song,06,fearful,normal,01,01,7,male
../../data\Actor_07\03-02-06-01-01-02-07.wav,03-02-06-01-01-02-07.wav,03,song,06,fearful,normal,01,02,7,male
../../data\Actor_07\03-02-06-01-02-01-07.wav,03-02-06-01-02-01-07.wav,03,song,06,fearful,normal,02,01,7,male
../../data\Actor_07\03-02-06-01-02-02-07.wav,03-02-06-01-02-02-07.wav,03,song,06,fearful,normal,02,02,7,male
../../data\Actor_07\03-02-06-02-01-01-07.wav,03-02-06-02-01-01-07.wav,03,song,06,fearful,strong,01,01,7,male
../../data\Actor_07\03-02-06-02-01-02-07.wav,03-02-06-02-01-02-07.wav,03,song,06,fearful,strong,01,02,7,male
../../data\Actor_07\03-02-06-02-02-01-07.wav,03-02-06-02-02-01-07.wav,03,song,06,fearful,strong,02,01,7,male
../../data\Actor_07\03-02-06-02-02-02-07.wav,03-02-06-02-02-02-07.wav,03,song,06,fearful,strong,02,02,7,male
../../data\Actor_08\03-01-01-01-01-01-08.wav,03-01-01-01-01-01-08.wav,03,speech,01,neutral,normal,01,01,8,female
../../data\Actor_08\03-01-01-01-01-02-08.wav,03-01-01-01-01-02-08.wav,03,speech,01,neutral,normal,01,02,8,female
../../data\Actor_08\03-01-01-01-02-01-08.wav,03-01-01-01-02-01-08.wav,03,speech,01,neutral,normal,02,01,8,female
../../data\Actor_08\03-01-01-01-02-02-08.wav,03-01-01-01-02-02-08.wav,03,speech,01,neutral,normal,02,02,8,female
../../data\Actor_08\03-01-02-01-01-01-08.wav,03-01-02-01-01-01-08.wav,03,speech,02,calm,normal,01,01,8,female
../../data\Actor_08\03-01-02-01-01-02-08.wav,03-01-02-01-01-02-08.wav,03,speech,02,calm,normal,01,02,8,female
../../data\Actor_08\03-01-02-01-02-01-08.wav,03-01-02-01-02-01-08.wav,03,speech,02,calm,normal,02,01,8,female
../../data\Actor_08\03-01-02-01-02-02-08.wav,03-01-02-01-02-02-08.wav,03,speech,02,calm,normal,02,02,8,female
../../data\Actor_08\03-01-02-02-01-01-08.wav,03-01-02-02-01-01-08.wav,03,speech,02,calm,strong,01,01,8,female
../../data\Actor_08\03-01-02-02-01-02-08.wav,03-01-02-02-01-02-08.wav,03,speech,02,calm,strong,01,02,8,female
../../data\Actor_08\03-01-02-02-02-01-08.wav,03-01-02-02-02-01-08.wav,03,speech,02,calm,strong,02,01,8,female
../../data\Actor_08\03-01-02-02-02-02-08.wav,03-01-02-02-02-02-08.wav,03,speech,02,calm,strong,02,02,8,female
../../data\Actor_08\03-01-03-01-01-01-08.wav,03-01-03-01-01-01-08.wav,03,speech,03,happy,normal,01,01,8,female
../../data\Actor_08\03-01-03-01-01-02-08.wav,03-01-03-01-01-02-08.wav,03,speech,03,happy,normal,01,02,8,female
../../data\Actor_08\03-01-03-01-02-01-08.wav,03-01-03-01-02-01-08.wav,03,speech,03,happy,normal,02,01,8,female
../../data\Actor_08\03-01-03-01-02-02-08.wav,03-01-03-01-02-02-08.wav,03,speech,03,happy,normal,02,02,8,female
../../data\Actor_08\03-01-03-02-01-01-08.wav,03-01-03-02-01-01-08.wav,03,speech,03,happy,strong,01,01,8,female
../../data\Actor_08\03-01-03-02-01-02-08.wav,03-01-03-02-01-02-08.wav,03,speech,03,happy,strong,01,02,8,female
../../data\Actor_08\03-01-03-02-02-01-08.wav,03-01-03-02-02-01-08.wav,03,speech,03,happy,strong,02,01,8,female
../../data\Actor_08\03-01-03-02-02-02-08.wav,03-01-03-02-02-02-08.wav,03,speech,03,happy,strong,02,02,8,female
../../data\Actor_08\03-01-04-01-01-01-08.wav,03-01-04-01-01-01-08.wav,03,speech,04,sad,normal,01,01,8,female
../../data\Actor_08\03-01-04-01-01-02-08.wav,03-01-04-01-01-02-08.wav,03,speech,04,sad,normal,01,02,8,female
../../data\Actor_08\03-01-04-01-02-01-08.wav,03-01-04-01-02-01-08.wav,03,speech,04,sad,normal,02,01,8,female
../../data\Actor_08\03-01-04-01-02-02-08.wav,03-01-04-01-02-02-08.wav,03,speech,04,sad,normal,02,02,8,female
../../data\Actor_08\03-01-04-02-01-01-08.wav,03-01-04-02-01-01-08.wav,03,speech,04,sad,strong,01,01,8,female
../../data\Actor_08\03-01-04-02-01-02-08.wav,03-01-04-02-01-02-08.wav,03,speech,04,sad,strong,01,02,8,female
../../data\Actor_08\03-01-04-02-02-01-08.wav,03-01-04-02-02-01-08.wav,03,speech,04,sad,strong,02,01,8,female
../../data\Actor_08\03-01-04-02-02-02-08.wav,03-01-04-02-02-02-08.wav,03,speech,04,sad,strong,02,02,8,female
../../data\Actor_08\03-01-05-01-01-01-08.wav,03-01-05-01-01-01-08.wav,03,speech,05,angry,normal,01,01,8,female
../../data\Actor_08\03-01-05-01-01-02-08.wav,03-01-05-01-01-02-08.wav,03,speech,05,angry,normal,01,02,8,female
../../data\Actor_08\03-01-05-01-02-01-08.wav,03-01-05-01-02-01-08.wav,03,speech,05,angry,normal,02,01,8,female
../../data\Actor_08\03-01-05-01-02-02-08.wav,03-01-05-01-02-02-08.wav,03,speech,05,angry,normal,02,02,8,female
../../data\Actor_08\03-01-05-02-01-01-08.wav,03-01-05-02-01-01-08.wav,03,speech,05,angry,strong,01,01,8,female
../../data\Actor_08\03-01-05-02-01-02-08.wav,03-01-05-02-01-02-08.wav,03,speech,05,angry,strong,01,02,8,female
../../data\Actor_08\03-01-05-02-02-01-08.wav,03-01-05-02-02-01-08.wav,03,speech,05,angry,strong,02,01,8,female
../../data\Actor_08\03-01-05-02-02-02-08.wav,03-01-05-02-02-02-08.wav,03,speech,05,angry,strong,02,02,8,female
../../data\Actor_08\03-01-06-01-01-01-08.wav,03-01-06-01-01-01-08.wav,03,speech,06,fearful,normal,01,01,8,female
../../data\Actor_08\03-01-06-01-01-02-08.wav,03-01-06-01-01-02-08.wav,03,speech,06,fearful,normal,01,02,8,female
../../data\Actor_08\03-01-06-01-02-01-08.wav,03-01-06-01-02-01-08.wav,03,speech,06,fearful,normal,02,01,8,female
